0095||1
0097||1
0098||1
0103||1
0104||1
0105||1
0108||1
0115||3
0119||3
0120||2
0124||2
0128||1
0129||1
0130||1
0036||1
0017||1
0019||1
0022||2
0038||1
0045||7
0058||3
0065||1
0078||1
0003||1
0008||1
0011||1
0028||1
0052||1
0080||2
0045||1
0012||1
0119||1
0005||1
0079||1
0110||1
0045||8
0073||1
0113||1
0046||1
0063||1
0064||2
0070||1
0121||1
0016||1
0018||1
0045||1
0060||1
0075||1
0081||1
0107||1
0007||1
0055||1
0078||1
0086||1
0108||1
0118||1
0068||1
0118||1
0119||1
0124||2
0093||1
0058||1
0075||1
0006||2
0016||1
0005||1
0026||1
0027||1
0107||1
0090||1
0105||1
0113||1
0119||2
0095||1
0129||1
0115||1
0018||1
0109||1
0007||1
0066||1
0086||1
0124||1
0053||1
0080||7
0098||1
0012||1
0006||1
0081||3
0078||1
0126||2
0084||1
0061||1
0115||1
0016||1
0097||1
0032||1
0097||1
0004||1
0022||1
0023||1
0035||1
0049||2
0057||1
0101||1
0121||2
0032||1
0124||1
0092||1
0110||1
0126||1
0127||1
0084||1
0049||1
0092||3
0016||4
0018||1
0103||1
0010||1
0019||1
0049||1
0050||6
0080||1
0081||2
0118||1
0044||1
0050||1
0057||1
0110||1
0120||1
0036||1
0116||1
0018||1
0050||1
0055||1
0070||1
0071||1
0060||3
0095||1
0096||1
0103||1
0106||1
0120||1
0061||1
0006||1
0021||3
0047||1
0050||1
0055||1
0057||1
0058||1
0060||1
0063||1
0068||2
0072||1
0076||1
0079||1
0080||3
0084||1
0109||1
0116||1
0117||1
0128||1
0053||1
0110||1
0064||1
0087||1
0124||1
0036||1
0038||1
0061||1
0062||1
0076||1
0104||1
0008||1
0016||1
0047||1
0075||1
0081||2
0082||1
0106||1
0114||1
0119||1
0105||1
0054||1
0120||1
0047||1
0103||6
0068||1
0120||1
0075||4
0022||1
0045||2
0103||1
0004||1
0006||3
0014||1
0018||1
0019||1
0020||1
0021||1
0027||1
0028||1
0034||1
0045||1
0046||1
0050||2
0060||1
0062||1
0069||1
0074||1
0075||1
0076||1
0081||1
0084||1
0085||1
0092||1
0096||2
0097||3
0098||1
0111||1
0115||1
0129||1
0012||1
0049||1
0073||1
0070||1
0097||1
0030||1
0018||1
0026||1
0033||1
0006||1
0021||1
0087||1
0004||3
0037||1
0081||1
0124||1
0031||1
0120||1
0114||1
0116||1
0063||1
0017||1
0018||3
0024||3
0025||1
0026||4
0028||2
0032||1
0033||1
0042||2
0048||2
0049||3
0050||1
0060||3
0063||2
0070||1
0074||1
0078||1
0096||2
0098||1
0105||1
0107||1
0110||1
0112||1
0114||6
0116||1
0124||1
0129||1
0130||1
0082||1
0102||1
0113||1
0002||1
0004||1
0007||3
0020||2
0024||1
0038||1
0042||1
0045||1
0048||1
0049||2
0050||1
0053||1
0060||2
0061||1
0068||1
0071||1
0075||1
0078||1
0079||2
0081||1
0083||1
0086||1
0096||1
0102||1
0104||2
0107||2
0110||1
0111||1
0113||3
0114||3
0115||1
0121||3
0122||1
0124||1
0128||1
0129||1
0130||1
0002||1
0018||1
0023||1
0024||2
0040||1
0042||1
0067||1
0084||2
0085||1
0090||1
0092||1
0104||1
0105||2
0122||1
0129||1
0070||1
0060||1
0063||1
0130||1
0096||2
0098||1
0116||1
0076||1
0002||1
0037||1
0045||1
0055||1
0061||1
0063||1
0071||1
0074||1
0104||1
0120||1
0121||1
0030||1
0049||1
0074||1
0062||1
0044||1
0105||1
0016||1
0073||1
0115||1
0124||1
0010||1
0061||1
0070||1
0021||1
0047||1
0120||1
0004||1
0080||1
0040||1
0052||1
0113||2
0116||1
0065||1
0070||1
0076||3
0035||1
0107||1
0054||1
0013||1
0018||1
0107||2
0122||2
0129||2
0006||1
0017||1
0053||1
0060||1
0081||1
0094||2
0103||2
0107||1
0006||1
0014||2
0018||1
0019||2
0023||2
0024||2
0025||3
0035||2
0036||3
0039||1
0043||1
0045||2
0049||2
0052||1
0058||2
0061||3
0065||1
0073||1
0074||2
0076||1
0077||2
0083||2
0084||1
0086||1
0093||1
0095||4
0096||1
0098||1
0099||1
0102||1
0111||1
0113||1
0117||1
0067||1
0014||1
0030||1
0047||1
0129||1
0087||1
0013||1
0017||1
0034||1
0056||1
0068||1
0085||1
0113||2
0116||1
0097||2
0046||1
0049||1
0002||2
0003||2
0004||2
0006||2
0007||1
0008||4
0011||1
0012||2
0014||4
0017||2
0018||8
0019||1
0020||2
0021||3
0024||2
0026||2
0027||3
0028||4
0030||1
0031||1
0033||1
0034||1
0035||1
0036||2
0037||1
0038||5
0040||1
0044||2
0045||2
0047||1
0048||1
0049||1
0050||1
0052||1
0053||1
0056||2
0057||1
0058||3
0060||7
0061||3
0062||3
0064||2
0065||2
0067||1
0069||1
0070||2
0071||5
0072||3
0073||1
0074||6
0075||5
0076||4
0077||1
0078||2
0079||1
0080||16
0081||3
0083||2
0084||2
0085||2
0087||6
0089||5
0090||3
0092||2
0093||2
0095||2
0096||2
0097||3
0098||1
0099||1
0101||1
0103||4
0105||1
0107||3
0108||1
0109||2
0110||3
0113||2
0114||1
0115||1
0117||2
0118||2
0119||8
0120||2
0121||5
0124||2
0127||4
0128||3
0129||3
0130||2
0060||1
0086||1
0122||1
0013||1
0053||1
0030||1
0007||1
0098||1
0048||1
0097||1
0118||1
0018||1
0055||1
0055||1
0086||1
0108||1
0007||3
0012||1
0045||1
0128||1
0037||1
0115||1
0093||1
0103||1
0114||1
0126||1
0048||1
0003||1
0061||1
0011||1
0066||1
0107||1
0021||1
0063||1
0077||1
0078||1
0107||1
0108||1
0062||1
0049||1
0022||1
0018||1
0055||1
0097||1
0005||1
0030||2
0053||1
0077||1
0081||1
0109||1
0124||1
0128||1
0119||2
0124||2
0027||1
0048||1
0050||1
0074||1
0095||1
0096||1
0022||1
0063||1
0065||1
0085||1
0095||1
0096||1
0002||1
0003||1
0004||1
0005||1
0010||1
0011||1
0012||1
0013||1
0014||1
0017||1
0019||1
0022||1
0023||1
0024||1
0025||1
0028||1
0033||1
0036||1
0039||1
0045||1
0046||1
0053||1
0056||1
0064||1
0065||1
0066||1
0068||1
0069||1
0071||1
0072||1
0077||1
0079||1
0082||1
0085||1
0092||1
0095||1
0096||1
0098||1
0102||1
0103||1
0104||1
0105||1
0107||1
0110||1
0113||1
0120||1
0121||1
0128||1
0006||2
0014||1
0016||2
0017||1
0018||3
0019||1
0020||2
0021||1
0026||2
0027||2
0032||1
0033||2
0039||1
0040||3
0042||1
0043||1
0048||1
0049||2
0050||3
0053||2
0055||2
0057||1
0061||3
0062||1
0069||1
0070||1
0074||2
0075||1
0079||2
0080||5
0082||1
0085||2
0087||1
0089||1
0090||3
0097||4
0098||1
0099||2
0110||1
0111||4
0113||1
0119||3
0121||1
0122||1
0124||3
0127||1
0034||2
0006||2
0007||1
0016||1
0017||2
0018||2
0019||3
0020||1
0023||2
0024||1
0025||2
0026||1
0030||2
0031||1
0042||1
0044||2
0047||3
0050||1
0052||1
0055||1
0057||2
0058||1
0060||5
0061||5
0063||1
0066||1
0068||1
0069||1
0074||3
0077||1
0078||1
0079||3
0080||1
0085||2
0090||1
0093||2
0097||1
0103||1
0108||1
0111||1
0114||2
0116||1
0119||1
0128||1
0028||1
0128||1
0005||1
0017||1
0023||1
0039||1
0045||1
0071||1
0072||1
0079||1
0085||1
0092||1
0098||1
0104||1
0107||1
0110||1
0003||1
0005||1
0011||1
0012||1
0013||1
0014||1
0019||1
0028||1
0046||1
0052||1
0056||1
0064||1
0066||1
0077||1
0103||1
0105||1
0113||1
0120||1
0121||1
0105||1
0106||6
0107||14
0108||6
0113||20
0115||1
0085||1
0094||1
0053||1
0054||1
0056||1
0128||1
0014||1
0068||1
0080||1
0128||1
0060||2
0115||1
0080||1
0086||1
0040||1
0072||1
0109||1
0077||7
0078||6
0093||3
0062||1
0070||1
0078||1
0093||1
0116||1
0122||1
0124||1
0110||2
0049||1
0083||1
0047||1
0006||5
0007||2
0008||1
0010||2
0017||2
0018||4
0019||3
0020||1
0021||3
0023||1
0026||1
0027||1
0030||1
0032||1
0035||1
0037||2
0038||1
0042||1
0049||5
0050||4
0055||2
0057||2
0058||4
0062||1
0063||1
0065||2
0069||1
0070||1
0071||2
0074||3
0075||1
0085||1
0088||2
0097||1
0099||1
0106||1
0110||1
0111||2
0112||3
0113||1
0114||1
0115||1
0117||3
0119||2
0121||1
0124||2
0126||2
0129||2
0130||2
0009||1
0010||1
0030||1
0077||8
0078||2
0093||1
0004||2
0033||1
0080||1
0014||1
0018||1
0124||1
0021||1
0074||1
0107||1
0129||1
0095||1
0016||1
0053||1
0124||1
0012||2
0064||2
0114||1
0055||1
0006||1
0008||2
0019||1
0036||1
0037||1
0038||1
0053||1
0056||1
0058||1
0060||2
0064||2
0079||1
0081||1
0083||1
0096||1
0102||1
0105||1
0120||1
0124||1
0060||1
0018||1
0068||1
0014||1
0040||1
0046||1
0020||1
0058||1
0077||1
0122||1
0068||1
0005||1
0017||1
0021||1
0027||2
0036||1
0038||1
0044||1
0060||1
0061||1
0065||1
0085||1
0095||1
0109||1
0119||2
0120||2
0058||1
0057||1
0078||1
0079||1
0095||1
0104||1
0065||1
0019||1
0080||4
0016||3
0099||1
0081||1
0056||1
0073||1
0050||1
0049||1
0070||1
0071||1
0094||1
0124||1
0016||1
0017||1
0018||2
0021||1
0025||1
0030||2
0034||1
0048||1
0057||1
0058||1
0061||1
0070||1
0077||1
0078||1
0079||1
0080||2
0082||1
0090||1
0093||1
0094||1
0097||1
0113||2
0116||2
0120||1
0130||1
0106||1
0005||1
0021||1
0042||1
0060||1
0080||1
0117||1
0014||1
0050||3
0118||1
0053||1
0002||1
0042||2
0044||1
0046||1
0058||1
0092||1
0095||1
0105||1
0111||1
0113||2
0128||1
0049||1
0057||1
0063||1
0072||1
0128||1
0017||1
0013||1
0060||1
0128||1
0002||3
0003||1
0004||6
0005||3
0006||6
0007||1
0008||1
0009||2
0010||6
0011||2
0012||2
0013||1
0014||2
0016||4
0017||4
0018||1
0019||2
0020||12
0021||4
0022||2
0023||1
0024||3
0025||3
0026||4
0027||4
0028||10
0030||5
0031||3
0032||2
0033||10
0034||6
0036||4
0037||4
0038||11
0039||6
0040||7
0042||3
0043||1
0044||4
0045||1
0046||4
0047||1
0048||5
0049||11
0050||16
0052||2
0053||3
0054||5
0055||3
0056||2
0057||5
0058||9
0060||15
0061||1
0062||3
0063||2
0065||5
0066||3
0067||1
0069||6
0070||7
0071||6
0072||2
0073||4
0074||4
0075||8
0076||5
0077||1
0078||3
0079||2
0080||24
0081||9
0083||3
0084||6
0085||3
0086||3
0087||4
0088||2
0089||3
0090||4
0092||4
0093||4
0094||3
0095||7
0096||5
0097||5
0099||2
0101||1
0102||1
0103||7
0104||5
0105||1
0106||5
0107||5
0108||3
0110||3
0111||1
0112||6
0113||6
0115||5
0116||3
0117||2
0118||2
0119||6
0120||5
0121||3
0122||3
0124||3
0126||6
0127||1
0128||2
0129||9
0130||5
0060||1
0002||1
0058||1
0042||1
0063||1
0122||1
0026||1
0113||1
0004||1
0032||1
0070||1
0084||1
0009||1
0010||2
0021||9
0087||1
0010||1
0072||1
0052||1
0077||1
0102||1
0065||5
0066||5
0016||1
0058||1
0129||1
0129||1
0011||1
0078||1
0003||3
0009||3
0011||2
0022||3
0023||3
0030||2
0036||1
0037||3
0052||3
0063||3
0085||3
0095||5
0098||1
0099||3
0101||3
0106||3
0109||3
0047||1
0127||1
0128||2
0006||1
0016||1
0031||1
0049||2
0058||3
0073||2
0080||1
0095||1
0097||1
0127||2
0006||1
0007||1
0052||1
0080||1
0090||1
0126||1
0026||1
0031||1
0064||2
0088||1
0027||1
0097||1
0084||1
0095||1
0093||1
0049||1
0044||1
0048||1
0129||1
0116||1
0004||2
0013||1
0040||1
0061||2
0078||1
0089||1
0118||1
0020||1
0113||1
0018||1
0084||2
0110||1
0073||1
0104||1
0111||1
0033||1
0016||1
0021||1
0072||1
0085||1
0063||1
0064||1
0002||1
0030||1
0007||2
0008||2
0084||1
0092||1
0093||1
0116||2
0120||1
0102||1
0016||1
0058||1
0084||1
0089||1
0048||1
0062||1
0097||1
0025||1
0020||1
0025||1
0026||1
0055||1
0060||1
0104||1
0114||1
0116||1
0121||1
0106||1
0018||1
0101||2
0107||1
0028||1
0002||1
0006||1
0014||1
0016||1
0030||1
0038||1
0060||2
0066||1
0067||1
0074||1
0075||1
0080||1
0088||1
0114||1
0121||1
0016||1
0016||1
0021||1
0027||1
0031||1
0036||1
0054||1
0090||1
0092||3
0093||2
0074||1
0049||1
0120||1
0074||1
0102||1
0080||4
0004||1
0056||1
0077||2
0002||1
0005||1
0011||1
0012||1
0013||1
0014||1
0017||1
0019||1
0024||1
0025||1
0045||1
0046||1
0053||1
0064||1
0066||1
0068||1
0069||1
0071||1
0072||1
0077||1
0079||1
0092||1
0096||1
0098||1
0102||1
0103||1
0104||1
0105||1
0107||1
0110||1
0120||1
0121||1
0122||1
0128||1
0129||1
0080||1
0019||1
0004||1
0005||3
0006||2
0025||1
0030||1
0031||2
0061||1
0065||1
0094||1
0095||2
0130||1
0027||1
0019||1
0004||1
0023||1
0057||1
0101||2
0105||1
0052||1
0113||1
0115||1
0069||1
0009||1
0011||2
0052||1
0053||4
0063||1
0070||1
0096||1
0106||1
0107||2
0122||1
0061||1
0043||1
0027||1
0005||2
0016||1
0066||1
0002||1
0003||1
0004||1
0005||1
0006||1
0007||1
0008||1
0009||1
0010||1
0011||1
0012||1
0013||1
0014||1
0016||1
0017||1
0018||1
0019||1
0020||1
0021||1
0022||1
0023||1
0024||1
0025||1
0026||1
0027||1
0028||1
0030||1
0031||1
0032||1
0033||1
0034||1
0035||1
0036||1
0037||1
0038||1
0039||1
0040||1
0042||1
0043||1
0044||1
0045||1
0046||1
0047||1
0048||1
0049||1
0050||1
0052||1
0053||1
0054||1
0055||1
0056||1
0057||1
0058||1
0060||1
0061||1
0062||1
0063||1
0064||1
0065||1
0066||1
0067||1
0068||1
0069||1
0070||1
0071||1
0072||1
0073||1
0074||1
0075||1
0076||1
0077||1
0078||1
0079||1
0080||1
0081||1
0082||1
0083||1
0084||1
0085||1
0086||1
0087||1
0088||1
0089||1
0090||1
0092||1
0093||1
0094||1
0095||1
0096||1
0097||1
0098||1
0099||1
0101||1
0102||1
0103||1
0104||1
0105||1
0106||1
0107||1
0108||1
0109||1
0110||1
0111||1
0112||1
0113||1
0114||1
0115||1
0116||1
0117||1
0118||1
0119||1
0120||1
0121||1
0122||1
0124||1
0126||1
0127||1
0128||1
0129||1
0130||1
0006||1
0012||1
0013||1
0016||1
0024||1
0060||3
0064||1
0070||1
0079||1
0096||1
0104||2
0108||1
0124||1
0094||1
0016||3
0038||1
0080||1
0104||1
0061||1
0065||1
0097||1
0110||1
0117||1
0002||2
0122||1
0044||1
0120||1
0021||1
0057||1
0112||1
0108||1
0120||1
0099||1
0120||1
0120||1
0075||1
0110||1
0120||1
0003||1
0052||1
0065||1
0106||1
0113||1
0034||1
0042||1
0077||1
0104||2
0124||1
0129||1
0047||1
0107||1
0115||1
0092||1
0104||1
0060||1
0101||1
0010||1
0042||1
0039||1
0049||1
0114||1
0129||1
0057||1
0071||1
0129||1
0077||2
0111||1
0030||1
0084||1
0095||1
0106||1
0107||1
0108||1
0006||1
0020||1
0038||1
0052||1
0054||2
0061||1
0063||1
0093||1
0097||1
0112||2
0120||1
0068||1
0030||1
0113||2
0120||1
0124||1
0021||1
0063||1
0018||1
0079||1
0089||1
0022||1
0031||1
0043||1
0047||1
0049||2
0070||1
0077||1
0085||1
0089||2
0109||1
0075||1
0013||1
0082||1
0084||1
0103||1
0113||1
0065||1
0068||1
0027||2
0053||2
0060||1
0063||1
0072||1
0078||1
0097||1
0106||1
0012||1
0050||1
0006||1
0010||1
0014||1
0018||1
0020||1
0027||1
0030||1
0033||1
0044||1
0045||1
0046||1
0050||2
0056||1
0061||1
0065||2
0075||2
0080||1
0081||2
0084||1
0087||2
0088||1
0095||1
0098||1
0102||1
0111||2
0116||1
0126||1
0130||1
0116||1
0117||3
0008||1
0074||1
0110||1
0031||2
0074||1
0075||1
0124||2
0084||1
0063||1
0028||1
0101||1
0056||1
0075||1
0124||1
0066||1
0124||1
0116||1
0056||1
0004||2
0089||1
0075||1
0024||1
0036||1
0089||1
0122||1
0016||1
0103||1
0016||1
0124||1
0092||1
0084||1
0013||1
0022||1
0034||1
0079||1
0088||1
0092||1
0094||1
0097||1
0104||1
0129||1
0040||1
0081||1
0046||3
0016||1
0107||1
0017||1
0012||1
0096||1
0004||1
0087||1
0002||2
0004||12
0005||6
0006||9
0007||5
0008||2
0009||4
0010||1
0011||9
0012||8
0013||3
0014||1
0016||15
0017||10
0018||15
0019||4
0020||5
0021||2
0022||3
0023||3
0024||7
0025||5
0026||6
0027||5
0028||9
0030||5
0031||11
0032||3
0033||3
0034||4
0036||12
0037||1
0038||6
0039||3
0040||5
0042||2
0043||1
0044||10
0045||6
0046||6
0047||4
0048||9
0049||8
0050||13
0052||4
0053||4
0054||1
0055||4
0056||7
0057||11
0058||7
0060||46
0061||23
0062||12
0063||8
0064||5
0065||6
0066||2
0068||3
0069||3
0070||20
0071||4
0072||5
0073||2
0074||9
0075||3
0076||2
0077||3
0078||4
0079||11
0080||19
0081||5
0082||2
0083||3
0084||6
0085||10
0086||3
0087||10
0088||2
0089||3
0090||2
0092||3
0093||1
0094||1
0095||3
0096||8
0097||11
0098||12
0099||3
0102||5
0103||4
0104||10
0105||2
0106||2
0107||3
0108||5
0109||6
0110||1
0111||3
0112||10
0113||20
0114||7
0115||5
0116||2
0117||1
0118||5
0119||4
0120||6
0121||4
0122||4
0124||15
0127||13
0128||1
0129||13
0130||6
0118||1
0120||1
0124||1
0046||1
0089||1
0002||1
0004||2
0005||1
0006||2
0007||1
0011||1
0014||2
0017||2
0018||8
0019||1
0020||2
0025||1
0026||1
0033||1
0037||1
0038||3
0039||1
0040||1
0045||1
0046||1
0047||1
0048||1
0049||1
0050||2
0052||2
0056||1
0058||3
0060||6
0063||1
0064||3
0066||3
0068||1
0069||1
0074||2
0077||1
0078||2
0079||1
0080||1
0081||1
0083||1
0084||2
0085||1
0089||1
0092||1
0094||2
0095||2
0098||1
0101||1
0102||2
0103||2
0104||2
0107||4
0110||2
0111||1
0112||1
0113||6
0114||2
0116||2
0119||3
0120||4
0121||3
0124||12
0126||3
0128||1
0129||2
0085||1
0004||1
0012||1
0066||1
0068||1
0077||2
0130||1
0120||3
0114||1
0060||2
0107||2
0113||1
0097||1
0106||1
0006||1
0011||1
0075||1
0078||1
0021||1
0005||1
0032||1
0050||1
0021||1
0108||1
0097||1
0045||1
0020||1
0034||1
0082||2
0101||1
0105||1
0054||1
0127||1
0021||1
0053||1
0060||1
0088||1
0004||1
0012||1
0018||1
0019||1
0024||1
0044||2
0052||1
0058||1
0062||1
0063||1
0066||1
0070||1
0074||1
0085||1
0086||1
0096||1
0099||1
0108||1
0112||1
0113||3
0114||1
0120||1
0124||1
0127||1
0010||1
0010||1
0061||1
0012||1
0080||1
0005||2
0088||1
0003||1
0113||1
0074||1
0114||1
0044||1
0044||1
0003||1
0090||1
0021||1
0098||1
0007||1
0016||1
0060||3
0070||1
0006||1
0079||1
0121||2
0090||1
0109||1
0004||1
0010||1
0014||1
0031||1
0033||1
0034||1
0037||1
0038||1
0045||2
0049||1
0053||1
0054||1
0056||1
0058||1
0065||1
0069||1
0074||1
0093||1
0096||1
0097||1
0105||1
0107||1
0122||1
0124||1
0126||1
0028||1
0063||1
0050||1
0020||1
0118||1
0030||1
0070||1
0061||3
0097||1
0095||1
0013||1
0030||1
0094||1
0016||1
0042||1
0054||1
0061||1
0011||1
0104||1
0027||3
0084||2
0009||1
0129||1
0115||1
0075||1
0095||1
0103||1
0061||1
0079||1
0067||1
0070||1
0070||1
0115||1
0094||1
0026||1
0036||1
0070||1
0129||1
0025||8
0106||1
0052||1
0028||1
0057||1
0114||1
0069||2
0007||1
0012||1
0105||1
0111||1
0129||1
0030||1
0037||1
0060||1
0048||1
0054||1
0063||1
0064||1
0044||1
0064||1
0065||1
0103||1
0016||1
0044||1
0074||1
0081||2
0097||1
0098||1
0081||1
0124||1
0114||1
0004||2
0014||3
0019||1
0030||1
0031||3
0048||2
0049||3
0054||1
0055||2
0056||1
0058||1
0063||1
0068||1
0078||1
0079||1
0081||1
0083||1
0087||2
0089||1
0099||1
0103||2
0107||2
0108||1
0109||1
0111||1
0119||1
0121||1
0124||2
0129||1
0114||1
0110||1
0057||1
0094||1
0047||1
0016||2
0058||1
0004||1
0037||1
0047||1
0102||1
0104||2
0107||1
0113||1
0049||1
0069||1
0047||1
0027||1
0045||1
0047||2
0074||1
0102||1
0014||4
0018||2
0019||4
0020||2
0022||1
0023||1
0024||2
0030||3
0031||1
0036||2
0037||1
0040||1
0045||2
0049||2
0058||1
0061||1
0069||3
0072||6
0074||2
0075||1
0089||1
0096||1
0098||2
0102||1
0103||1
0105||3
0121||1
0128||2
0129||1
0130||2
0060||1
0065||1
0005||2
0022||1
0032||1
0096||1
0011||1
0012||1
0013||1
0031||1
0057||1
0107||1
0121||1
0124||1
0018||1
0080||1
0097||1
0017||1
0018||1
0048||1
0050||1
0081||1
0092||1
0107||1
0121||1
0012||1
0018||1
0026||1
0053||1
0056||1
0064||1
0114||1
0050||1
0057||1
0050||1
0093||1
0024||1
0040||1
0058||1
0055||1
0063||1
0070||1
0128||1
0016||1
0002||3
0006||1
0028||2
0032||1
0039||2
0048||1
0050||1
0058||1
0070||1
0071||1
0074||1
0077||1
0082||1
0085||1
0089||1
0097||1
0105||1
0111||1
0113||1
0090||1
0080||1
0025||2
0053||1
0005||1
0016||1
0103||1
0018||1
0044||1
0063||1
0105||1
0010||2
0079||1
0113||1
0119||1
0124||1
0063||1
0116||1
0113||1
0038||1
0060||1
0119||1
0097||1
0099||5
0122||2
0130||1
0028||1
0006||1
0056||1
0048||1
0074||1
0129||1
0114||2
0033||1
0038||1
0044||1
0046||1
0049||1
0058||1
0064||2
0066||3
0068||1
0075||1
0089||1
0090||1
0092||1
0095||1
0121||1
0129||1
0034||1
0020||1
0030||1
0033||1
0040||1
0060||1
0127||1
0088||2
0068||2
0115||1
0017||1
0036||1
0011||1
0080||1
0008||1
0009||1
0024||1
0027||1
0036||1
0055||1
0070||1
0074||1
0090||1
0111||1
0114||1
0122||1
0031||1
0067||1
0016||1
0128||1
0095||1
0117||1
0093||1
0017||1
0023||1
0074||1
0113||1
0119||1
0124||1
0128||1
0007||1
0050||1
0090||1
0083||1
0014||1
0035||1
0043||1
0069||2
0121||1
0072||3
0002||1
0004||1
0006||3
0012||1
0017||1
0018||2
0021||1
0024||1
0037||1
0048||1
0060||4
0070||1
0075||2
0080||1
0084||1
0087||1
0088||1
0095||1
0098||1
0105||1
0106||1
0107||1
0113||2
0114||1
0124||1
0130||1
0011||1
0085||2
0028||1
0034||2
0103||1
0118||1
0120||1
0025||1
0049||1
0107||1
0065||1
0104||1
0032||1
0038||2
0040||1
0047||1
0060||1
0066||1
0084||1
0120||2
0122||1
0050||1
0053||1
0084||1
0126||1
0018||1
0002||1
0017||1
0023||1
0026||2
0044||1
0053||1
0056||1
0058||1
0073||1
0081||3
0085||1
0098||1
0099||2
0104||1
0114||1
0122||2
0063||1
0007||1
0024||1
0033||1
0036||1
0037||1
0049||1
0052||1
0053||2
0060||1
0063||1
0072||1
0073||1
0088||1
0105||1
0113||1
0127||1
0020||1
0028||1
0040||1
0044||1
0053||1
0055||1
0082||1
0102||1
0106||1
0121||1
0080||1
0016||1
0038||1
0055||1
0124||1
0007||1
0019||1
0023||1
0026||1
0027||1
0036||1
0039||2
0040||1
0042||2
0043||1
0049||1
0054||2
0058||1
0064||1
0067||1
0069||2
0070||1
0071||2
0074||1
0083||1
0093||1
0098||1
0102||1
0103||1
0113||2
0116||1
0119||3
0120||2
0030||1
0060||35
0070||3
0086||1
0106||1
0108||1
0113||1
0089||1
0101||1
0118||6
0119||13
0120||23
0124||23
0012||1
0106||1
0044||1
0055||1
0075||1
0003||3
0006||1
0021||1
0028||2
0040||1
0044||1
0047||1
0048||1
0049||1
0053||1
0055||1
0058||2
0075||2
0077||1
0080||5
0081||1
0087||1
0102||1
0112||1
0119||1
0127||2
0049||1
0107||1
0020||1
0007||1
0021||1
0022||1
0040||1
0057||1
0061||1
0063||1
0072||1
0076||1
0112||1
0113||2
0124||1
0072||1
0004||1
0030||1
0117||1
0073||1
0077||1
0039||3
0060||1
0024||1
0031||2
0078||2
0108||1
0027||1
0050||1
0077||1
0078||1
0088||1
0025||1
0044||1
0049||2
0060||2
0066||1
0085||1
0114||2
0038||1
0060||1
0127||3
0058||1
0107||1
0036||1
0049||2
0110||1
0121||1
0119||1
0080||1
0006||1
0020||1
0021||1
0026||1
0027||1
0040||1
0042||1
0043||1
0044||1
0047||1
0048||1
0049||1
0050||1
0057||1
0058||1
0070||1
0073||1
0074||1
0080||1
0081||1
0083||1
0084||1
0087||1
0088||1
0089||1
0090||1
0115||1
0119||1
0058||1
0037||1
0068||1
0004||2
0016||1
0026||2
0053||1
0060||1
0064||1
0067||2
0069||1
0089||3
0095||1
0098||1
0101||1
0106||1
0107||1
0108||1
0117||2
0120||1
0130||1
0071||1
0087||1
0065||1
0070||1
0127||2
0004||1
0066||1
0004||1
0128||2
0018||1
0021||1
0027||1
0050||1
0074||1
0075||1
0112||1
0113||2
0008||2
0043||1
0053||1
0055||1
0058||1
0060||1
0067||1
0069||1
0070||1
0080||1
0088||1
0107||1
0113||1
0116||2
0117||1
0119||1
0023||1
0024||1
0040||1
0094||1
0099||1
0127||1
0128||5
0064||1
0084||1
0057||1
0007||1
0092||1
0055||1
0114||1
0080||1
0002||1
0107||1
0002||1
0003||1
0004||1
0005||1
0008||1
0014||1
0018||1
0020||2
0021||1
0022||2
0024||1
0026||4
0027||1
0028||3
0036||1
0038||2
0042||2
0045||1
0046||1
0049||1
0050||1
0058||1
0061||1
0063||1
0068||1
0073||1
0074||1
0075||1
0080||9
0081||2
0085||1
0094||1
0095||1
0097||1
0103||1
0113||3
0115||1
0116||1
0050||1
0028||3
0033||2
0034||2
0052||1
0068||1
0103||1
0103||1
0129||1
0019||1
0050||1
0079||10
0082||2
0087||1
0104||1
0106||1
0113||1
0044||1
0024||1
0004||1
0021||1
0080||1
0080||1
0006||2
0010||1
0028||1
0034||1
0038||1
0073||1
0075||1
0084||2
0116||1
0118||2
0124||1
0077||2
0019||1
0026||1
0040||1
0062||1
0003||1
0004||1
0005||1
0014||3
0018||1
0024||1
0038||1
0048||1
0055||1
0060||2
0066||1
0074||1
0075||1
0085||1
0113||1
0115||1
0119||1
0120||1
0121||1
0129||1
0075||1
0016||1
0048||1
0127||4
0011||1
0119||1
0107||1
0101||1
0128||1
0082||1
0018||1
0038||1
0060||2
0049||1
0129||1
0071||1
0008||1
0012||1
0024||1
0026||1
0036||1
0045||3
0048||1
0050||1
0066||1
0071||1
0093||1
0098||1
0117||1
0126||1
0004||1
0005||3
0008||2
0010||3
0014||1
0018||1
0026||1
0031||1
0035||1
0038||2
0040||2
0047||3
0048||1
0049||2
0056||1
0058||1
0063||2
0071||1
0073||2
0074||1
0075||1
0084||1
0089||1
0093||1
0121||1
0126||2
0060||1
0022||1
0052||4
0106||2
0107||1
0113||5
0113||2
0090||1
0047||1
0066||1
0069||1
0120||1
0044||1
0065||1
0127||1
0045||1
0092||1
0002||1
0012||1
0013||1
0027||1
0028||1
0035||1
0040||1
0043||1
0072||1
0073||1
0081||1
0087||1
0089||1
0096||1
0097||1
0114||1
0027||1
0072||1
0090||3
0047||1
0118||1
0120||1
0004||1
0006||1
0021||1
0038||3
0060||1
0063||1
0064||1
0070||1
